date,district,commodity,price_rp_kg,spike
2023-06-20,Kota Palembang,Cabai Rawit Merah + Hijau,47350.0,0
2023-06-27,Kota Palembang,Cabai Rawit Merah + Hijau,50725.0,0
2023-07-04,Kota Palembang,Cabai Rawit Merah + Hijau,48450.0,0
2023-07-11,Kota Palembang,Cabai Rawit Merah + Hijau,45950.0,0
2023-07-18,Kota Palembang,Cabai Rawit Merah + Hijau,45575.0,0
2023-07-25,Kota Palembang,Cabai Rawit Merah + Hijau,49600.0,0
2023-08-01,Kota Palembang,Cabai Rawit Merah + Hijau,48600.0,0
2023-08-08,Kota Palembang,Cabai Rawit Merah + Hijau,49200.0,0
2023-08-15,Kota Palembang,Cabai Rawit Merah + Hijau,50600.0,0
2023-08-22,Kota Palembang,Cabai Rawit Merah + Hijau,49800.0,0
2023-08-29,Kota Palembang,Cabai Rawit Merah + Hijau,47050.0,0
2023-09-05,Kota Palembang,Cabai Rawit Merah + Hijau,46150.0,0
2023-09-12,Kota Palembang,Cabai Rawit Merah + Hijau,45500.0,0
2023-09-19,Kota Palembang,Cabai Rawit Merah + Hijau,45900.0,0
2023-09-26,Kota Palembang,Cabai Rawit Merah + Hijau,44400.0,0
2023-10-03,Kota Palembang,Cabai Rawit Merah + Hijau,49000.0,0
2023-10-10,Kota Palembang,Cabai Rawit Merah + Hijau,51500.0,1
2023-10-17,Kota Palembang,Cabai Rawit Merah + Hijau,53400.0,1
2023-10-24,Kota Palembang,Cabai Rawit Merah + Hijau,55900.0,1
2023-10-31,Kota Palembang,Cabai Rawit Merah + Hijau,66500.0,1
2023-11-07,Kota Palembang,Cabai Rawit Merah + Hijau,70900.0,1
2023-11-14,Kota Palembang,Cabai Rawit Merah + Hijau,69000.0,0
2023-11-21,Kota Palembang,Cabai Rawit Merah + Hijau,73400.0,0
2023-11-28,Kota Palembang,Cabai Rawit Merah + Hijau,72750.0,0
2023-12-05,Kota Palembang,Cabai Rawit Merah + Hijau,72750.0,0
2023-12-12,Kota Palembang,Cabai Rawit Merah + Hijau,62150.0,0
2023-12-19,Kota Palembang,Cabai Rawit Merah + Hijau,63375.0,0
2023-12-26,Kota Palembang,Cabai Rawit Merah + Hijau,53400.0,0
2024-01-02,Kota Palembang,Cabai Rawit Merah + Hijau,62250.0,0
2024-01-09,Kota Palembang,Cabai Rawit Merah + Hijau,57500.0,0
2024-01-16,Kota Palembang,Cabai Rawit Merah + Hijau,53150.0,0
2024-01-23,Kota Palembang,Cabai Rawit Merah + Hijau,50000.0,0
2024-01-30,Kota Palembang,Cabai Rawit Merah + Hijau,56250.0,0
2024-02-06,Kota Palembang,Cabai Rawit Merah + Hijau,60650.0,0
2024-02-13,Kota Palembang,Cabai Rawit Merah + Hijau,65000.0,1
2024-02-20,Kota Palembang,Cabai Rawit Merah + Hijau,87500.0,1
2024-02-27,Kota Palembang,Cabai Rawit Merah + Hijau,86250.0,1
2024-03-05,Kota Palembang,Cabai Rawit Merah + Hijau,82500.0,0
2024-03-12,Kota Palembang,Cabai Rawit Merah + Hijau,86250.0,0
2024-03-19,Kota Palembang,Cabai Rawit Merah + Hijau,63750.0,0
2024-03-26,Kota Palembang,Cabai Rawit Merah + Hijau,58750.0,0
2024-04-02,Kota Palembang,Cabai Rawit Merah + Hijau,58750.0,0
2024-04-09,Kota Palembang,Cabai Rawit Merah + Hijau,63150.0,0
2024-04-16,Kota Palembang,Cabai Rawit Merah + Hijau,66250.0,0
2024-04-23,Kota Palembang,Cabai Rawit Merah + Hijau,50000.0,0
2024-04-30,Kota Palembang,Cabai Rawit Merah + Hijau,56250.0,0
2024-05-07,Kota Palembang,Cabai Rawit Merah + Hijau,53150.0,0
2024-05-14,Kota Palembang,Cabai Rawit Merah + Hijau,52250.0,0
2024-05-21,Kota Palembang,Cabai Rawit Merah + Hijau,52500.0,0
2024-05-28,Kota Palembang,Cabai Rawit Merah + Hijau,50650.0,0
2024-06-04,Kota Palembang,Cabai Rawit Merah + Hijau,50000.0,0
2024-06-11,Kota Palembang,Cabai Rawit Merah + Hijau,56900.0,1
2024-06-18,Kota Palembang,Cabai Rawit Merah + Hijau,68150.0,1
2024-06-25,Kota Palembang,Cabai Rawit Merah + Hijau,56400.0,0
2024-07-02,Kota Palembang,Cabai Rawit Merah + Hijau,58750.0,0
2024-07-09,Kota Palembang,Cabai Rawit Merah + Hijau,69400.0,1
2024-07-16,Kota Palembang,Cabai Rawit Merah + Hijau,71900.0,1
2024-07-23,Kota Palembang,Cabai Rawit Merah + Hijau,79400.0,1
2024-07-30,Kota Palembang,Cabai Rawit Merah + Hijau,78150.0,0
2024-08-06,Kota Palembang,Cabai Rawit Merah + Hijau,73150.0,0
2024-08-13,Kota Palembang,Cabai Rawit Merah + Hijau,70000.0,0
2024-08-20,Kota Palembang,Cabai Rawit Merah + Hijau,61900.0,0
2024-08-27,Kota Palembang,Cabai Rawit Merah + Hijau,56250.0,0
2024-09-03,Kota Palembang,Cabai Rawit Merah + Hijau,48750.0,0
2024-09-10,Kota Palembang,Cabai Rawit Merah + Hijau,51250.0,0
2024-09-17,Kota Palembang,Cabai Rawit Merah + Hijau,52250.0,0
2024-09-24,Kota Palembang,Cabai Rawit Merah + Hijau,54150.0,0
2024-10-01,Kota Palembang,Cabai Rawit Merah + Hijau,54150.0,0
2024-10-08,Kota Palembang,Cabai Rawit Merah + Hijau,58500.0,0
2024-10-15,Kota Palembang,Cabai Rawit Merah + Hijau,56000.0,0
2024-10-22,Kota Palembang,Cabai Rawit Merah + Hijau,53150.0,0
2024-10-29,Kota Palembang,Cabai Rawit Merah + Hijau,48150.0,0
2024-11-05,Kota Palembang,Cabai Rawit Merah + Hijau,45250.0,0
2024-11-12,Kota Palembang,Cabai Rawit Merah + Hijau,43150.0,0
2024-11-19,Kota Palembang,Cabai Rawit Merah + Hijau,42750.0,0
2024-11-26,Kota Palembang,Cabai Rawit Merah + Hijau,42450.0,0
2024-12-03,Kota Palembang,Cabai Rawit Merah + Hijau,42750.0,0
2024-12-10,Kota Palembang,Cabai Rawit Merah + Hijau,43150.0,0
2024-12-17,Kota Palembang,Cabai Rawit Merah + Hijau,50400.0,1
2024-12-24,Kota Palembang,Cabai Rawit Merah + Hijau,64075.0,1
2024-12-31,Kota Palembang,Cabai Rawit Merah + Hijau,74400.0,1
2025-01-07,Kota Palembang,Cabai Rawit Merah + Hijau,78750.0,1
2025-01-14,Kota Palembang,Cabai Rawit Merah + Hijau,90650.0,1
2025-01-21,Kota Palembang,Cabai Rawit Merah + Hijau,82500.0,0
2025-01-28,Kota Palembang,Cabai Rawit Merah + Hijau,85000.0,0
2025-02-04,Kota Palembang,Cabai Rawit Merah + Hijau,85000.0,0
2025-02-11,Kota Palembang,Cabai Rawit Merah + Hijau,85000.0,0
2025-02-18,Kota Palembang,Cabai Rawit Merah + Hijau,79650.0,0
2025-02-25,Kota Palembang,Cabai Rawit Merah + Hijau,88650.0,0
2025-03-04,Kota Palembang,Cabai Rawit Merah + Hijau,102500.0,1
2025-03-11,Kota Palembang,Cabai Rawit Merah + Hijau,87500.0,0
2025-03-18,Kota Palembang,Cabai Rawit Merah + Hijau,88750.0,0
2025-03-25,Kota Palembang,Cabai Rawit Merah + Hijau,94400.0,0
2025-04-01,Kota Palembang,Cabai Rawit Merah + Hijau,94400.0,0
2025-04-08,Kota Palembang,Cabai Rawit Merah + Hijau,81000.0,0
2025-04-15,Kota Palembang,Cabai Rawit Merah + Hijau,76650.0,0
2025-04-22,Kota Palembang,Cabai Rawit Merah + Hijau,68750.0,0
2025-04-29,Kota Palembang,Cabai Rawit Merah + Hijau,60000.0,0
2025-05-06,Kota Palembang,Cabai Rawit Merah + Hijau,55650.0,0
2025-05-13,Kota Palembang,Cabai Rawit Merah + Hijau,52500.0,0
2025-05-20,Kota Palembang,Cabai Rawit Merah + Hijau,51250.0,0
2025-05-27,Kota Palembang,Cabai Rawit Merah + Hijau,50900.0,0
2025-06-03,Kota Palembang,Cabai Rawit Merah + Hijau,49400.0,0
2025-06-10,Kota Palembang,Cabai Rawit Merah + Hijau,51000.0,0
2025-06-17,Kota Palembang,Cabai Rawit Merah + Hijau,52250.0,0
2025-06-24,Kota Palembang,Cabai Rawit Merah + Hijau,56250.0,1
2025-07-01,Kota Palembang,Cabai Rawit Merah + Hijau,66250.0,1
2025-07-08,Kota Palembang,Cabai Rawit Merah + Hijau,67000.0,1
2025-07-15,Kota Palembang,Cabai Rawit Merah + Hijau,63150.0,0
2025-07-22,Kota Palembang,Cabai Rawit Merah + Hijau,61650.0,0
2025-07-29,Kota Palembang,Cabai Rawit Merah + Hijau,58750.0,0
2025-08-05,Kota Palembang,Cabai Rawit Merah + Hijau,53750.0,0
2025-08-12,Kota Palembang,Cabai Rawit Merah + Hijau,51750.0,0
2025-08-19,Kota Palembang,Cabai Rawit Merah + Hijau,46650.0,0
2025-08-26,Kota Palembang,Cabai Rawit Merah + Hijau,43000.0,0
2025-09-02,Kota Palembang,Cabai Rawit Merah + Hijau,47250.0,0
2025-09-09,Kota Palembang,Cabai Rawit Merah + Hijau,50000.0,0
2025-09-16,Kota Palembang,Cabai Rawit Merah + Hijau,53750.0,0
2025-09-23,Kota Palembang,Cabai Rawit Merah + Hijau,53150.0,0
2025-09-30,Kota Palembang,Cabai Rawit Merah + Hijau,46500.0,0
2025-10-07,Kota Palembang,Cabai Rawit Merah + Hijau,45250.0,0
2025-10-14,Kota Palembang,Cabai Rawit Merah + Hijau,45150.0,0
2025-10-21,Kota Palembang,Cabai Rawit Merah + Hijau,47400.0,0
2025-10-28,Kota Palembang,Cabai Rawit Merah + Hijau,46150.0,0
2025-11-04,Kota Palembang,Cabai Rawit Merah + Hijau,44400.0,0
2025-11-11,Kota Palembang,Cabai Rawit Merah + Hijau,45400.0,0
2025-11-18,Kota Palembang,Cabai Rawit Merah + Hijau,48400.0,1
2025-11-25,Kota Palembang,Cabai Rawit Merah + Hijau,50400.0,1
2025-12-02,Kota Palembang,Cabai Rawit Merah + Hijau,76400.0,1
2025-12-09,Kota Palembang,Cabai Rawit Merah + Hijau,81400.0,1
2025-12-16,Kota Palembang,Cabai Rawit Merah + Hijau,79250.0,1
2025-12-23,Kota Palembang,Cabai Rawit Merah + Hijau,86000.0,0
2025-12-30,Kota Palembang,Cabai Rawit Merah + Hijau,76825.0,0
2022-12-27,Sumatera Selatan,Bawang Merah Ukuran Sedang,38150.0,0
2023-01-03,Sumatera Selatan,Bawang Merah Ukuran Sedang,41100.0,0
2023-01-10,Sumatera Selatan,Bawang Merah Ukuran Sedang,42250.0,0
2023-01-17,Sumatera Selatan,Bawang Merah Ukuran Sedang,41950.0,0
2023-01-24,Sumatera Selatan,Bawang Merah Ukuran Sedang,42450.0,0
2023-01-31,Sumatera Selatan,Bawang Merah Ukuran Sedang,42200.0,0
2023-02-07,Sumatera Selatan,Bawang Merah Ukuran Sedang,42450.0,0
2023-02-14,Sumatera Selatan,Bawang Merah Ukuran Sedang,41600.0,0
2023-02-21,Sumatera Selatan,Bawang Merah Ukuran Sedang,37850.0,0
2023-02-28,Sumatera Selatan,Bawang Merah Ukuran Sedang,37850.0,0
2023-03-07,Sumatera Selatan,Bawang Merah Ukuran Sedang,38850.0,0
2023-03-14,Sumatera Selatan,Bawang Merah Ukuran Sedang,39350.0,0
2023-03-21,Sumatera Selatan,Bawang Merah Ukuran Sedang,38350.0,0
2023-03-28,Sumatera Selatan,Bawang Merah Ukuran Sedang,37850.0,0
2023-04-04,Sumatera Selatan,Bawang Merah Ukuran Sedang,37350.0,0
2023-04-11,Sumatera Selatan,Bawang Merah Ukuran Sedang,37700.0,0
2023-04-18,Sumatera Selatan,Bawang Merah Ukuran Sedang,38100.0,0
2023-04-25,Sumatera Selatan,Bawang Merah Ukuran Sedang,40600.0,1
2023-05-02,Sumatera Selatan,Bawang Merah Ukuran Sedang,41700.0,1
2023-05-09,Sumatera Selatan,Bawang Merah Ukuran Sedang,42450.0,1
2023-05-16,Sumatera Selatan,Bawang Merah Ukuran Sedang,41100.0,0
2023-05-23,Sumatera Selatan,Bawang Merah Ukuran Sedang,40600.0,0
2023-05-30,Sumatera Selatan,Bawang Merah Ukuran Sedang,39225.0,0
2023-06-06,Sumatera Selatan,Bawang Merah Ukuran Sedang,39100.0,0
2023-06-13,Sumatera Selatan,Bawang Merah Ukuran Sedang,42700.0,0
2023-06-20,Sumatera Selatan,Bawang Merah Ukuran Sedang,43350.0,0
2023-06-27,Sumatera Selatan,Bawang Merah Ukuran Sedang,41525.0,0
2023-07-04,Sumatera Selatan,Bawang Merah Ukuran Sedang,40850.0,0
2023-07-11,Sumatera Selatan,Bawang Merah Ukuran Sedang,38600.0,0
2023-07-18,Sumatera Selatan,Bawang Merah Ukuran Sedang,37975.0,0
2023-07-25,Sumatera Selatan,Bawang Merah Ukuran Sedang,36600.0,0
2023-08-01,Sumatera Selatan,Bawang Merah Ukuran Sedang,33600.0,0
2023-08-08,Sumatera Selatan,Bawang Merah Ukuran Sedang,33100.0,0
2023-08-15,Sumatera Selatan,Bawang Merah Ukuran Sedang,32975.0,0
2023-08-22,Sumatera Selatan,Bawang Merah Ukuran Sedang,32850.0,0
2023-08-29,Sumatera Selatan,Bawang Merah Ukuran Sedang,30850.0,0
2023-09-05,Sumatera Selatan,Bawang Merah Ukuran Sedang,30350.0,0
2023-09-12,Sumatera Selatan,Bawang Merah Ukuran Sedang,30200.0,0
2023-09-19,Sumatera Selatan,Bawang Merah Ukuran Sedang,29700.0,0
2023-09-26,Sumatera Selatan,Bawang Merah Ukuran Sedang,29700.0,0
2023-10-03,Sumatera Selatan,Bawang Merah Ukuran Sedang,30100.0,0
2023-10-10,Sumatera Selatan,Bawang Merah Ukuran Sedang,29700.0,0
2023-10-17,Sumatera Selatan,Bawang Merah Ukuran Sedang,29600.0,0
2023-10-24,Sumatera Selatan,Bawang Merah Ukuran Sedang,29600.0,0
2023-10-31,Sumatera Selatan,Bawang Merah Ukuran Sedang,31350.0,1
2023-11-07,Sumatera Selatan,Bawang Merah Ukuran Sedang,33450.0,1
2023-11-14,Sumatera Selatan,Bawang Merah Ukuran Sedang,33100.0,1
2023-11-21,Sumatera Selatan,Bawang Merah Ukuran Sedang,32600.0,0
2023-11-28,Sumatera Selatan,Bawang Merah Ukuran Sedang,32600.0,0
2023-12-05,Sumatera Selatan,Bawang Merah Ukuran Sedang,36100.0,1
2023-12-12,Sumatera Selatan,Bawang Merah Ukuran Sedang,37450.0,1
2023-12-19,Sumatera Selatan,Bawang Merah Ukuran Sedang,38075.0,1
2023-12-26,Sumatera Selatan,Bawang Merah Ukuran Sedang,39600.0,1
2024-01-02,Sumatera Selatan,Bawang Merah Ukuran Sedang,38950.0,0
2024-01-09,Sumatera Selatan,Bawang Merah Ukuran Sedang,39250.0,0
2024-01-16,Sumatera Selatan,Bawang Merah Ukuran Sedang,36250.0,0
2024-01-23,Sumatera Selatan,Bawang Merah Ukuran Sedang,33150.0,0
2024-01-30,Sumatera Selatan,Bawang Merah Ukuran Sedang,32650.0,0
2024-02-06,Sumatera Selatan,Bawang Merah Ukuran Sedang,33150.0,0
2024-02-13,Sumatera Selatan,Bawang Merah Ukuran Sedang,33400.0,0
2024-02-20,Sumatera Selatan,Bawang Merah Ukuran Sedang,37000.0,0
2024-02-27,Sumatera Selatan,Bawang Merah Ukuran Sedang,36400.0,0
2024-03-05,Sumatera Selatan,Bawang Merah Ukuran Sedang,37250.0,0
2024-03-12,Sumatera Selatan,Bawang Merah Ukuran Sedang,38500.0,1
2024-03-19,Sumatera Selatan,Bawang Merah Ukuran Sedang,38500.0,0
2024-03-26,Sumatera Selatan,Bawang Merah Ukuran Sedang,37000.0,0
2024-04-02,Sumatera Selatan,Bawang Merah Ukuran Sedang,42000.0,1
2024-04-09,Sumatera Selatan,Bawang Merah Ukuran Sedang,48900.0,1
2024-04-16,Sumatera Selatan,Bawang Merah Ukuran Sedang,63750.0,1
2024-04-23,Sumatera Selatan,Bawang Merah Ukuran Sedang,58150.0,1
2024-04-30,Sumatera Selatan,Bawang Merah Ukuran Sedang,58500.0,0
2024-05-07,Sumatera Selatan,Bawang Merah Ukuran Sedang,57500.0,0
2024-05-14,Sumatera Selatan,Bawang Merah Ukuran Sedang,55400.0,0
2024-05-21,Sumatera Selatan,Bawang Merah Ukuran Sedang,52400.0,0
2024-05-28,Sumatera Selatan,Bawang Merah Ukuran Sedang,51500.0,0
2024-06-04,Sumatera Selatan,Bawang Merah Ukuran Sedang,49400.0,0
2024-06-11,Sumatera Selatan,Bawang Merah Ukuran Sedang,45750.0,0
2024-06-18,Sumatera Selatan,Bawang Merah Ukuran Sedang,45400.0,0
2024-06-25,Sumatera Selatan,Bawang Merah Ukuran Sedang,38750.0,0
2024-07-02,Sumatera Selatan,Bawang Merah Ukuran Sedang,39650.0,0
2024-07-09,Sumatera Selatan,Bawang Merah Ukuran Sedang,34400.0,0
2024-07-16,Sumatera Selatan,Bawang Merah Ukuran Sedang,31150.0,0
2024-07-23,Sumatera Selatan,Bawang Merah Ukuran Sedang,32150.0,0
2024-07-30,Sumatera Selatan,Bawang Merah Ukuran Sedang,30250.0,0
2024-08-06,Sumatera Selatan,Bawang Merah Ukuran Sedang,29750.0,0
2024-08-13,Sumatera Selatan,Bawang Merah Ukuran Sedang,27650.0,0
2024-08-20,Sumatera Selatan,Bawang Merah Ukuran Sedang,29900.0,0
2024-08-27,Sumatera Selatan,Bawang Merah Ukuran Sedang,29150.0,0
2024-09-03,Sumatera Selatan,Bawang Merah Ukuran Sedang,27750.0,0
2024-09-10,Sumatera Selatan,Bawang Merah Ukuran Sedang,27750.0,0
2024-09-17,Sumatera Selatan,Bawang Merah Ukuran Sedang,28750.0,0
2024-09-24,Sumatera Selatan,Bawang Merah Ukuran Sedang,29150.0,0
2024-10-01,Sumatera Selatan,Bawang Merah Ukuran Sedang,30150.0,0
2024-10-08,Sumatera Selatan,Bawang Merah Ukuran Sedang,31000.0,1
2024-10-15,Sumatera Selatan,Bawang Merah Ukuran Sedang,30500.0,0
2024-10-22,Sumatera Selatan,Bawang Merah Ukuran Sedang,30500.0,0
2024-10-29,Sumatera Selatan,Bawang Merah Ukuran Sedang,32250.0,0
2024-11-05,Sumatera Selatan,Bawang Merah Ukuran Sedang,36650.0,1
2024-11-12,Sumatera Selatan,Bawang Merah Ukuran Sedang,37250.0,1
2024-11-19,Sumatera Selatan,Bawang Merah Ukuran Sedang,36650.0,1
2024-11-26,Sumatera Selatan,Bawang Merah Ukuran Sedang,36200.0,0
2024-12-03,Sumatera Selatan,Bawang Merah Ukuran Sedang,36000.0,0
2024-12-10,Sumatera Selatan,Bawang Merah Ukuran Sedang,37900.0,0
2024-12-17,Sumatera Selatan,Bawang Merah Ukuran Sedang,38900.0,0
2024-12-24,Sumatera Selatan,Bawang Merah Ukuran Sedang,39900.0,1
2024-12-31,Sumatera Selatan,Bawang Merah Ukuran Sedang,42400.0,1
2025-01-07,Sumatera Selatan,Bawang Merah Ukuran Sedang,41900.0,0
2025-01-14,Sumatera Selatan,Bawang Merah Ukuran Sedang,43900.0,1
2025-01-21,Sumatera Selatan,Bawang Merah Ukuran Sedang,39000.0,0
2025-01-28,Sumatera Selatan,Bawang Merah Ukuran Sedang,38500.0,0
2025-02-04,Sumatera Selatan,Bawang Merah Ukuran Sedang,38650.0,0
2025-02-11,Sumatera Selatan,Bawang Merah Ukuran Sedang,38150.0,0
2025-02-18,Sumatera Selatan,Bawang Merah Ukuran Sedang,38500.0,0
2025-02-25,Sumatera Selatan,Bawang Merah Ukuran Sedang,40250.0,0
2025-03-04,Sumatera Selatan,Bawang Merah Ukuran Sedang,41000.0,0
2025-03-11,Sumatera Selatan,Bawang Merah Ukuran Sedang,44000.0,1
2025-03-18,Sumatera Selatan,Bawang Merah Ukuran Sedang,46650.0,1
2025-03-25,Sumatera Selatan,Bawang Merah Ukuran Sedang,46650.0,1
2025-04-01,Sumatera Selatan,Bawang Merah Ukuran Sedang,46650.0,0
2025-04-08,Sumatera Selatan,Bawang Merah Ukuran Sedang,44400.0,0
2025-04-15,Sumatera Selatan,Bawang Merah Ukuran Sedang,44500.0,0
2025-04-22,Sumatera Selatan,Bawang Merah Ukuran Sedang,46650.0,0
2025-04-29,Sumatera Selatan,Bawang Merah Ukuran Sedang,44150.0,0
2025-05-06,Sumatera Selatan,Bawang Merah Ukuran Sedang,42250.0,0
2025-05-13,Sumatera Selatan,Bawang Merah Ukuran Sedang,42000.0,0
2025-05-20,Sumatera Selatan,Bawang Merah Ukuran Sedang,41250.0,0
2025-05-27,Sumatera Selatan,Bawang Merah Ukuran Sedang,43250.0,0
2025-06-03,Sumatera Selatan,Bawang Merah Ukuran Sedang,42000.0,0
2025-06-10,Sumatera Selatan,Bawang Merah Ukuran Sedang,43250.0,0
2025-06-17,Sumatera Selatan,Bawang Merah Ukuran Sedang,44150.0,0
2025-06-24,Sumatera Selatan,Bawang Merah Ukuran Sedang,42900.0,0
2025-07-01,Sumatera Selatan,Bawang Merah Ukuran Sedang,42250.0,0
2025-07-08,Sumatera Selatan,Bawang Merah Ukuran Sedang,42000.0,0
2025-07-15,Sumatera Selatan,Bawang Merah Ukuran Sedang,43500.0,0
2025-07-22,Sumatera Selatan,Bawang Merah Ukuran Sedang,46250.0,1
2025-07-29,Sumatera Selatan,Bawang Merah Ukuran Sedang,50650.0,1
2025-08-05,Sumatera Selatan,Bawang Merah Ukuran Sedang,55400.0,1
2025-08-12,Sumatera Selatan,Bawang Merah Ukuran Sedang,53900.0,1
2025-08-19,Sumatera Selatan,Bawang Merah Ukuran Sedang,45150.0,0
2025-08-26,Sumatera Selatan,Bawang Merah Ukuran Sedang,43150.0,0
2025-09-02,Sumatera Selatan,Bawang Merah Ukuran Sedang,42900.0,0
2025-09-09,Sumatera Selatan,Bawang Merah Ukuran Sedang,43150.0,0
2025-09-16,Sumatera Selatan,Bawang Merah Ukuran Sedang,43150.0,0
2025-09-23,Sumatera Selatan,Bawang Merah Ukuran Sedang,41250.0,0
2025-09-30,Sumatera Selatan,Bawang Merah Ukuran Sedang,37000.0,0
2025-10-07,Sumatera Selatan,Bawang Merah Ukuran Sedang,36000.0,0
2025-10-14,Sumatera Selatan,Bawang Merah Ukuran Sedang,37000.0,0
2025-10-21,Sumatera Selatan,Bawang Merah Ukuran Sedang,36750.0,0
2025-10-28,Sumatera Selatan,Bawang Merah Ukuran Sedang,36500.0,0
2025-11-04,Sumatera Selatan,Bawang Merah Ukuran Sedang,36500.0,0
2025-11-11,Sumatera Selatan,Bawang Merah Ukuran Sedang,36500.0,0
2025-11-18,Sumatera Selatan,Bawang Merah Ukuran Sedang,40000.0,1
2025-11-25,Sumatera Selatan,Bawang Merah Ukuran Sedang,40750.0,1
2025-12-02,Sumatera Selatan,Bawang Merah Ukuran Sedang,41250.0,1
2025-12-09,Sumatera Selatan,Bawang Merah Ukuran Sedang,45750.0,1
2025-12-16,Sumatera Selatan,Bawang Merah Ukuran Sedang,48500.0,1
2025-12-23,Sumatera Selatan,Bawang Merah Ukuran Sedang,45750.0,0
2025-12-30,Sumatera Selatan,Bawang Merah Ukuran Sedang,45750.0,0
2022-12-27,Sumatera Selatan,Bawang Putih Ukuran Sedang,28000.0,0
2023-01-03,Sumatera Selatan,Bawang Putih Ukuran Sedang,27500.0,0
2023-01-10,Sumatera Selatan,Bawang Putih Ukuran Sedang,27600.0,0
2023-01-17,Sumatera Selatan,Bawang Putih Ukuran Sedang,28000.0,0
2023-01-24,Sumatera Selatan,Bawang Putih Ukuran Sedang,28250.0,0
2023-01-31,Sumatera Selatan,Bawang Putih Ukuran Sedang,28250.0,0
2023-02-07,Sumatera Selatan,Bawang Putih Ukuran Sedang,28750.0,1
2023-02-14,Sumatera Selatan,Bawang Putih Ukuran Sedang,28750.0,0
2023-02-21,Sumatera Selatan,Bawang Putih Ukuran Sedang,30500.0,1
2023-02-28,Sumatera Selatan,Bawang Putih Ukuran Sedang,30750.0,1
2023-03-07,Sumatera Selatan,Bawang Putih Ukuran Sedang,30750.0,1
2023-03-14,Sumatera Selatan,Bawang Putih Ukuran Sedang,31750.0,1
2023-03-21,Sumatera Selatan,Bawang Putih Ukuran Sedang,31250.0,0
2023-03-28,Sumatera Selatan,Bawang Putih Ukuran Sedang,31750.0,0
2023-04-04,Sumatera Selatan,Bawang Putih Ukuran Sedang,31250.0,0
2023-04-11,Sumatera Selatan,Bawang Putih Ukuran Sedang,30750.0,0
2023-04-18,Sumatera Selatan,Bawang Putih Ukuran Sedang,31150.0,0
2023-04-25,Sumatera Selatan,Bawang Putih Ukuran Sedang,33750.0,1
2023-05-02,Sumatera Selatan,Bawang Putih Ukuran Sedang,34400.0,1
2023-05-09,Sumatera Selatan,Bawang Putih Ukuran Sedang,36750.0,1
2023-05-16,Sumatera Selatan,Bawang Putih Ukuran Sedang,36500.0,1
2023-05-23,Sumatera Selatan,Bawang Putih Ukuran Sedang,36750.0,0
2023-05-30,Sumatera Selatan,Bawang Putih Ukuran Sedang,36000.0,0
2023-06-06,Sumatera Selatan,Bawang Putih Ukuran Sedang,35750.0,0
2023-06-13,Sumatera Selatan,Bawang Putih Ukuran Sedang,37250.0,0
2023-06-20,Sumatera Selatan,Bawang Putih Ukuran Sedang,37750.0,0
2023-06-27,Sumatera Selatan,Bawang Putih Ukuran Sedang,37700.0,0
2023-07-04,Sumatera Selatan,Bawang Putih Ukuran Sedang,40500.0,1
2023-07-11,Sumatera Selatan,Bawang Putih Ukuran Sedang,40650.0,1
2023-07-18,Sumatera Selatan,Bawang Putih Ukuran Sedang,40500.0,0
2023-07-25,Sumatera Selatan,Bawang Putih Ukuran Sedang,39250.0,0
2023-08-01,Sumatera Selatan,Bawang Putih Ukuran Sedang,38750.0,0
2023-08-08,Sumatera Selatan,Bawang Putih Ukuran Sedang,37750.0,0
2023-08-15,Sumatera Selatan,Bawang Putih Ukuran Sedang,37625.0,0
2023-08-22,Sumatera Selatan,Bawang Putih Ukuran Sedang,37000.0,0
2023-08-29,Sumatera Selatan,Bawang Putih Ukuran Sedang,36500.0,0
2023-09-05,Sumatera Selatan,Bawang Putih Ukuran Sedang,36400.0,0
2023-09-12,Sumatera Selatan,Bawang Putih Ukuran Sedang,36750.0,0
2023-09-19,Sumatera Selatan,Bawang Putih Ukuran Sedang,36400.0,0
2023-09-26,Sumatera Selatan,Bawang Putih Ukuran Sedang,36400.0,0
2023-10-03,Sumatera Selatan,Bawang Putih Ukuran Sedang,36400.0,0
2023-10-10,Sumatera Selatan,Bawang Putih Ukuran Sedang,36000.0,0
2023-10-17,Sumatera Selatan,Bawang Putih Ukuran Sedang,33750.0,0
2023-10-24,Sumatera Selatan,Bawang Putih Ukuran Sedang,33000.0,0
2023-10-31,Sumatera Selatan,Bawang Putih Ukuran Sedang,33000.0,0
2023-11-07,Sumatera Selatan,Bawang Putih Ukuran Sedang,33400.0,0
2023-11-14,Sumatera Selatan,Bawang Putih Ukuran Sedang,33000.0,0
2023-11-21,Sumatera Selatan,Bawang Putih Ukuran Sedang,33000.0,0
2023-11-28,Sumatera Selatan,Bawang Putih Ukuran Sedang,33000.0,0
2023-12-05,Sumatera Selatan,Bawang Putih Ukuran Sedang,33000.0,0
2023-12-12,Sumatera Selatan,Bawang Putih Ukuran Sedang,34000.0,1
2023-12-19,Sumatera Selatan,Bawang Putih Ukuran Sedang,34000.0,1
2023-12-26,Sumatera Selatan,Bawang Putih Ukuran Sedang,34150.0,1
2024-01-02,Sumatera Selatan,Bawang Putih Ukuran Sedang,38450.0,1
2024-01-09,Sumatera Selatan,Bawang Putih Ukuran Sedang,41500.0,1
2024-01-16,Sumatera Selatan,Bawang Putih Ukuran Sedang,38400.0,0
